id,label,rating,text
60,1,3,"If you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you 're at the right film ."
61,1,3,Mention `` Solaris '' five years from now and I 'm sure those who saw it will have an opinion to share .
62,1,4,Allen 's funniest and most likeable movie in years .
63,1,4,It 's a glorious spectacle like those D.W. Griffith made in the early days of silent film .
64,1,4,This comic gem is as delightful as it is derivative .
65,1,4,"More timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by Iran to the Afghani refugees who streamed across its borders , desperate for work and food ."
66,1,3,"The leaping story line , shaped by director Peter Kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits ."
67,1,4,"The production has been made with an enormous amount of affection , so we believe these characters love each other ."
68,1,3,Certainly the performances are worthwhile .
69,1,3,"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars ."
70,1,4,Watching these eccentrics is both inspiring and pure joy .
71,1,4,Steven Spielberg brings us another masterpiece
72,1,3,"Finally , the French-produced `` Read My Lips '' is a movie that understands characters must come first ."
73,1,4,"Ms. Seigner and Mr. Serrault bring fresh , unforced naturalism to their characters ."
74,1,3,Allen shows he can outgag any of those young whippersnappers making moving pictures today .
75,1,3,"A good film with a solid pedigree both in front of and , more specifically , behind the camera ."
76,0,1,"By no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story ."
77,1,4,I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !
78,1,3,A literary detective story is still a detective story and aficionados of the whodunit wo n't be disappointed .
79,1,3,High Crimes steals so freely from other movies and combines enough disparate types of films that it ca n't help but engage an audience .
80,1,4,If you 're a fan of the series you 'll love it and probably want to see it twice .
81,1,3,I will be .
82,1,3,"It celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '"
83,1,4,"The story ... is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is ."
84,1,3,It is also a testament to the integrity and vision of the band .
85,1,4,"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale ."
86,1,3,"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine ."
87,1,3,Nair does n't treat the issues lightly .
88,1,3,She allows each character to confront their problems openly and honestly .
89,1,4,"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers ."
90,1,3,The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .
91,1,3,Strange occurrences build in the mind of the viewer and take on extreme urgency .
92,1,3,"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement ."
93,1,3,Familiar but utterly delightful .
94,1,3,"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction ."
95,1,3,"The film aims to be funny , uplifting and moving , sometimes all at once ."
96,1,3,The extent to which it succeeds is impressive .
97,1,4,"The film brilliantly shines on all the characters , as the direction is intelligently accomplished ."
98,1,3,"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy ."
99,1,3,"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism ."
100,1,4,"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday ."
101,1,4,Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .
102,1,3,"From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love ."
103,1,3,Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .
104,1,3,that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture
105,1,3,Meyjes ' provocative film might be called an example of the haphazardness of evil .
106,1,3,The movie is pretty funny now and then without in any way demeaning its subjects .
107,1,3,imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor
108,1,3,"Too damn weird to pass up , and for the blacklight crowd , way cheaper -LRB- and better -RRB- than Pink Floyd tickets ."
109,1,4,"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth ."
110,0,1,It 's not a great monster movie .
111,1,4,"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating ."
112,1,3,"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet ."
113,1,3,Time Out is existential drama without any of the pretension associated with the term .
114,1,3,"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth ."
115,1,3,Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .
116,1,4,"It 's tough to watch , but it 's a fantastic movie ."
117,1,4,The best animated feature to hit theaters since Beauty and the Beast 11 years ago .
118,1,3,What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .
119,1,4,Pacino is the best he 's been in years and Keener is marvelous .
120,1,3,"A solid , spooky entertainment worthy of the price of a ticket ."
121,1,3,"By turns fanciful , grisly and engagingly quixotic ."
122,1,4,"... very funny , very enjoyable ..."
123,1,3,Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .
124,1,3,So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .
125,1,3,Moonlight Mile gives itself the freedom to feel contradictory things .
126,1,4,"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter ."
127,1,3,"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron ."
128,1,3,Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .
129,1,3,"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful ."
130,1,3,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .
131,1,3,Hoffman 's performance is authentic to the core of his being .
132,1,3,Told just proficiently enough to trounce its overly comfortable trappings .
133,1,4,"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty ."
134,1,4,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .
135,1,4,A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .
136,1,3,What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .
137,1,4,Duvall is strong as always .
138,1,4,A no-holds-barred cinematic treat .
139,1,3,You 'd have to be a most hard-hearted person not to be moved by this drama .
140,1,3,Allen 's underestimated charm delivers more goodies than lumps of coal .
141,1,4,"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller ."
142,1,4,"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor ."
143,1,3,It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .
144,0,1,"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''"
145,1,3,"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came ."
146,1,3,A terrific insider look at the star-making machinery of tinseltown .
147,1,3,It 's a diverting enough hour-and-a-half for the family audience .
148,0,1,A party-hearty teen flick that scalds like acid .
149,1,4,As giddy and whimsical and relevant today as it was 270 years ago .
150,1,4,The film offers an intriguing what-if premise .
151,1,3,The Pianist is the film Roman Polanski may have been born to make .
152,1,3,This version does justice both to Stevenson and to the sci-fi genre .
153,1,3,Poignant and delicately complex .
154,1,3,"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers ."
155,1,3,Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .
156,1,3,"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way ."
157,1,3,"Despite the film 's shortcomings , the stories are quietly moving ."
158,1,3,"If you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy ."
159,1,3,This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
160,1,3,It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .
161,1,3,"The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears ."
162,1,3,"It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression ."
163,1,3,"The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and The Quiet American brings us right into the center of that world ."
164,1,3,"Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre ."
165,1,4,"With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen ."
166,1,3,The humor and humanity of Monsoon Wedding are in perfect balance .
167,0,1,"Lookin ' for sin , American-style ?"
168,1,4,A compelling motion picture that illustrates an American tragedy .
169,1,3,"As comedic spotlights go , Notorious C.H.O. hits all the verbal marks it should ."
170,1,3,It 's a day at the beach -- with air conditioning and popcorn .
171,0,1,Frida is n't that much different from many a Hollywood romance .
172,1,3,"What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings ."
173,1,4,"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid ."
174,1,4,"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten ."
175,1,3,The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .
176,1,3,"K-19 : The Widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining ."
177,1,3,"It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart ."
178,1,3,"Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement ."
179,1,3,It 's a rare window on an artistic collaboration .
180,0,1,"... begins with promise , but runs aground after being snared in its own tangled plot ."
181,1,4,Perhaps the best sports movie I 've ever seen .
182,1,4,Cho 's timing is priceless .
183,1,4,"A sensitive , moving , brilliantly constructed work ."
184,1,3,An edgy thriller that delivers a surprising punch .
185,1,3,A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .
186,1,3,-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .
187,1,3,there is truth here
188,1,4,"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film"
189,1,3,"A touching , small-scale story of family responsibility and care in the community ."
190,1,4,Arteta directs one of the best ensemble casts of the year
191,1,3,The casting of von Sydow ... is itself Intacto 's luckiest stroke .
192,1,3,"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels ."
193,1,4,"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable ."
194,1,4,"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be ."
195,1,4,"... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ..."
196,1,3,This movie got me grinning .
197,1,3,There 's a part of us that can not help be entertained by the sight of someone getting away with something .
198,1,3,An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .
199,1,3,"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?"
200,1,3,The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .
201,1,3,"Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one ."
202,1,3,"There are no special effects , and no Hollywood endings ."
203,1,3,"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit ."
204,0,1,"Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script ."
205,1,4,"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity ."
206,1,3,"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land ."
207,1,4,... a triumph of emotionally and narratively complex filmmaking .
208,1,4,"Simply put , `` Far From Heaven '' is a masterpiece ."
209,1,3,An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .
210,0,1,"Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything ."
211,1,3,A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .
212,1,4,Top-notch action powers this romantic drama .
213,1,3,Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .
214,1,3,"It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '"
215,1,4,"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights ."
216,1,3,Probably the best case for Christianity since Chesterton and Lewis .
217,1,3,"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices ."
218,1,3,"Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic ."
219,1,3,"Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty ."
220,1,3,A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .
221,1,3,Schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .
222,1,4,"A slick , engrossing melodrama ."
223,1,3,"S1M0NE 's satire is not subtle , but it is effective ."
224,1,3,"It 's a quirky , off-beat project ."
225,0,1,"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation ."
226,1,3,"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century ."
227,1,4,The solid filmmaking and convincing characters makes this a high water mark for this genre .
228,1,3,"Films about loss , grief and recovery are pretty valuable these days ."
229,1,3,"Seen in that light , Moonlight Mile should strike a nerve in many ."
230,1,4,"It 's endlessly inventive , consistently intelligent and sickeningly savage ."
231,1,4,It is definitely worth seeing .
232,1,3,An impeccable study in perversity .
233,1,3,"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama ."
234,1,4,"A movie that both thrills the eye and , in its over-the-top way , touches the heart ."
235,1,3,"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition ."
236,1,3,"Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things ."
237,1,4,"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers ."
238,1,3,A story about intelligent high school students that deals with first love sweetly but also seriously .
239,1,4,It is also beautifully acted .
240,1,4,"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team ."
241,1,3,"Wilco fans will have a great time , and the movie should win the band a few new converts , too ."
242,1,3,"Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances ."
243,1,3,"The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer ."
244,1,4,Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .
245,1,3,I liked this film a lot ...
246,1,3,... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
247,1,4,A solid and refined piece of moviemaking imbued with passion and attitude .
248,1,3,"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book ."
249,1,4,"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller"
250,1,3,"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play ."
251,1,3,"A weird , arresting little ride ."
252,1,4,"A first-class road movie that proves you can run away from home , but your ego and all your problems go with you ."
253,0,1,"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead ."
254,1,4,Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .
255,1,4,A backstage must-see for true fans of comedy .
256,1,3,"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing ."
257,1,3,"The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective ."
258,1,4,"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart ."
259,1,3,"In the disturbingly involving family dysfunctional drama How I Killed My Father , French director Anne Fontaine delivers an inspired portrait of male-ridden angst and the emotional blockage that accompanies this human condition"
260,1,3,"Below may not mark Mr. Twohy 's emergence into the mainstream , but his promise remains undiminished ."
261,1,4,There 's no reason to miss Interview with the Assassin
262,1,4,Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .
263,1,3,Its sheer dynamism is infectious .
264,1,3,"For his first attempt at film noir , Spielberg presents a fascinating but flawed look at the near future ."
265,1,4,"Perhaps it 's cliche to call the film ` refreshing , ' but it is ."
266,1,4,"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated ."
267,1,3,"It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity ."
268,0,1,"The movie is well done , but slow ."
269,1,4,"-LRB- A -RRB- wonderfully loopy tale of love , longing , and voting ."
270,1,3,"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react ."
271,1,3,"The last scenes of the film are anguished , bitter and truthful ."
272,1,4,Mr. Koshashvili is a director to watch .
273,1,3,Predictable storyline and by-the-book scripting is all but washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell .
274,1,3,"Antwone Fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it ."
275,1,3,"One feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early Italian neorealism ."
276,1,3,"It challenges , this nervy oddity , like modern art should ."
277,1,3,"Whenever you think you 've figured out Late Marriage , it throws you for a loop ."
278,1,4,The Pianist is Polanski 's best film .
279,0,1,"This Orange has some juice , but it 's far from fresh-squeezed ."
280,1,3,"A sensitive , modest comic tragedy that works as both character study and symbolic examination of the huge economic changes sweeping modern China ."
281,1,4,Cusack 's just brilliant in this .
282,1,4,Knows how to make our imagination wonder .
283,1,3,"Jae-eun Jeong 's Take Care of My Cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the South Korean cinema ."
284,1,4,"The overall fabric is hypnotic , and Mr. Mattei fosters moments of spontaneous intimacy ."
285,1,3,"Evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones ."
286,1,3,Malcolm McDowell is cool .
287,1,3,Paul Bettany is cool .
288,1,3,Cool .
289,1,3,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes ."
290,1,4,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist ."
291,1,3,It made me want to get made-up and go see this movie with my sisters .
292,1,4,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' ."
293,1,3,"-LRB- Caine -RRB- proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film ."
294,1,3,"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy ."
295,1,3,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are ."
296,1,4,A captivating new film .
297,1,4,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .
298,1,3,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties ."
299,1,3,Reveals how important our special talents can be when put in service of of others .
300,1,3,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .
301,1,4,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare ."
302,1,3,"A sharp , amusing study of the cult of celebrity ."
303,1,3,The sentimental cliches mar an otherwise excellent film .
304,1,4,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .
305,1,4,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice ."
306,1,3,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board ."
307,0,1,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money ."
308,1,3,The charming result is Festival in Cannes .
309,1,4,"If you 're looking for something new and hoping for something entertaining , you 're in luck ."
310,1,4,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary ."
311,1,3,A rip-roaring comedy action fest that 'll put hairs on your chest .
312,1,3,"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days ."
313,1,3,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances ."
314,1,3,"There is a subversive element to this Disney cartoon , providing unexpected fizzability ."
